rikishi1,odds1,rikishi2,odds2,ts,basho
Goeido,1.52,Onosho,2.53,2018-01-14T20:40:04Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T20:40:04Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T20:40:04Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T20:40:04Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T20:40:04Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T20:40:04Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T20:45:05Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T20:45:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T20:45:05Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T20:45:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T20:45:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T20:45:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T20:45:05Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T20:45:05Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T20:45:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T20:45:06Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T20:45:06Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T20:45:06Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T20:45:06Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T20:45:06Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T20:45:06Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T20:45:06Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T20:45:06Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T20:45:06Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T21:10:04Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T21:10:04Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T21:10:04Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T21:10:04Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T21:10:04Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T21:10:04Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T21:10:04Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T21:10:04Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T21:10:04Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T21:10:05Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T21:10:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T21:10:05Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T21:10:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T21:10:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T21:10:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T21:10:05Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T21:10:05Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T21:10:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T22:10:04Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T22:10:04Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T22:10:04Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T22:10:04Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T22:10:04Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T22:10:04Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T22:10:04Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T22:10:04Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T22:10:04Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T22:15:05Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T22:15:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T22:15:05Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T22:15:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T22:15:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T22:15:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T22:15:05Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T22:15:05Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T22:15:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T22:20:04Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T22:20:04Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T22:20:04Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T22:20:04Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T22:20:04Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T22:20:04Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T22:20:04Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T22:20:04Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T22:20:04Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T22:20:05Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T22:20:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T22:20:05Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T22:20:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T22:20:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T22:20:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T22:20:05Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T22:20:05Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T22:20:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T22:35:05Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T22:35:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T22:35:05Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T22:35:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T22:35:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T22:35:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T22:35:05Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T22:35:05Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T22:35:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T22:40:04Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T22:40:04Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T22:40:04Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T22:40:04Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T22:40:04Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T22:40:04Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T22:40:04Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T22:40:04Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T22:40:04Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T22:55:04Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T22:55:04Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T22:55:04Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T22:55:04Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T22:55:04Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T22:55:04Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T22:55:04Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T22:55:04Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T22:55:04Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T22:55:05Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T22:55:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T22:55:05Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T22:55:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T22:55:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T22:55:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T22:55:05Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T22:55:05Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T22:55:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T23:10:04Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T23:10:04Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T23:10:04Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T23:10:04Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T23:10:04Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T23:10:04Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T23:10:04Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T23:10:04Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T23:10:04Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T23:15:06Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T23:15:06Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T23:15:06Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T23:15:06Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T23:15:06Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T23:15:06Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T23:15:06Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T23:15:06Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T23:15:06Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T23:30:05Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T23:30:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T23:30:05Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T23:30:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T23:30:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T23:30:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T23:30:05Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T23:30:05Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T23:30:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T23:30:06Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T23:30:06Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T23:30:06Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T23:30:06Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T23:30:06Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T23:30:06Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T23:30:06Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T23:30:06Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T23:30:06Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T23:35:05Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T23:35:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T23:35:05Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T23:35:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T23:35:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T23:35:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T23:35:05Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T23:35:05Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T23:35:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T23:35:06Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T23:35:06Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T23:35:06Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T23:35:06Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T23:35:06Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T23:35:06Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T23:35:06Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T23:35:06Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T23:35:06Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T23:40:04Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T23:40:04Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T23:40:04Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T23:40:04Z,2018-01
Hakuho,1.08,Ichinojo,7.9,2018-01-14T23:40:04Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T23:40:04Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T23:40:04Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T23:40:04Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T23:40:04Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T23:40:04Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T23:40:05Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T23:40:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T23:40:05Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T23:40:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T23:40:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T23:40:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T23:40:05Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T23:40:05Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T23:40:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-14T23:55:04Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-14T23:55:04Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-14T23:55:04Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-14T23:55:04Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-14T23:55:04Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-14T23:55:04Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-14T23:55:04Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-14T23:55:04Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-14T23:55:04Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T00:00:06Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-15T00:00:06Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T00:00:06Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-15T00:00:06Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-15T00:00:06Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-15T00:00:06Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-15T00:00:06Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-15T00:00:06Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-15T00:00:06Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T00:20:05Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-15T00:20:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T00:20:05Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-15T00:20:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-15T00:20:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-15T00:20:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-15T00:20:05Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-15T00:20:05Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-15T00:20:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T00:25:05Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-15T00:25:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T00:25:05Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-15T00:25:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-15T00:25:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-15T00:25:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-15T00:25:05Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-15T00:25:05Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-15T00:25:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T00:30:05Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-15T00:30:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T00:30:05Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-15T00:30:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-15T00:30:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-15T00:30:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-15T00:30:05Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-15T00:30:05Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-15T00:30:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T00:35:04Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-15T00:35:04Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T00:35:04Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-15T00:35:04Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-15T00:35:04Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-15T00:35:04Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-15T00:35:04Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-15T00:35:04Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-15T00:35:04Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T00:50:04Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-15T00:50:04Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T00:50:04Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-15T00:50:04Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-15T00:50:04Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-15T00:50:04Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-15T00:50:04Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-15T00:50:04Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-15T00:50:04Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T00:50:05Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-15T00:50:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T00:50:05Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-15T00:50:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-15T00:50:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-15T00:50:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-15T00:50:05Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-15T00:50:05Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-15T00:50:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T01:00:05Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-15T01:00:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T01:00:05Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-15T01:00:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-15T01:00:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-15T01:00:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-15T01:00:05Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-15T01:00:05Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-15T01:00:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T01:00:06Z,2018-01
Daiamami,1.66,Ryuden,2.22,2018-01-15T01:00:06Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T01:00:06Z,2018-01
Goeido,1.52,Onosho,2.53,2018-01-15T01:00:06Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-15T01:00:06Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-15T01:00:06Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-15T01:00:06Z,2018-01
Takayasu,1.39,Kotoshogiku,3,2018-01-15T01:00:06Z,2018-01
Tochiozan,1.57,Shohozan,2.41,2018-01-15T01:00:06Z,2018-01
Aminishiki,1.99,Chiyomaru,1.82,2018-01-15T01:20:04Z,2018-01
Goeido,1.5,Onosho,2.59,2018-01-15T01:20:04Z,2018-01
Daiamami,1.7,Ryuden,2.15,2018-01-15T01:25:05Z,2018-01
Ikioi,1.85,Endo,1.95238095238095,2018-01-15T01:25:05Z,2018-01
Kakuryu,1.63,Takakeisho,2.28,2018-01-15T01:25:05Z,2018-01
Mitakeumi,1.45,Chiyotairyu,2.76,2018-01-15T01:25:05Z,2018-01
Shodai,1.69,Okinoumi,2.17,2018-01-15T01:25:05Z,2018-01
Sokokurai,2.09,Takekaze,1.74,2018-01-15T01:25:05Z,2018-01
Takayasu,1.37,Kotoshogiku,3.1,2018-01-15T01:25:05Z,2018-01
Tochiozan,1.55,Shohozan,2.45,2018-01-15T01:25:05Z,2018-01
Aminishiki,1.99,Chiyomaru,1.82,2018-01-15T01:30:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T01:30:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T01:30:05Z,2018-01
Ikioi,1.85,Endo,1.95238095238095,2018-01-15T01:30:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-15T01:30:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-15T01:30:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-15T01:30:05Z,2018-01
Kakuryu,1.63,Takakeisho,2.28,2018-01-15T01:30:05Z,2018-01
Aminishiki,1.99,Chiyomaru,1.82,2018-01-15T01:30:06Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T01:30:06Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T01:30:06Z,2018-01
Ikioi,1.85,Endo,1.95238095238095,2018-01-15T01:30:06Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-15T01:30:06Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-15T01:30:06Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-15T01:30:06Z,2018-01
Kakuryu,1.63,Takakeisho,2.28,2018-01-15T01:30:06Z,2018-01
Aminishiki,1.99,Chiyomaru,1.82,2018-01-15T01:40:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T01:40:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T01:40:05Z,2018-01
Ikioi,1.85,Endo,1.95238095238095,2018-01-15T01:40:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-15T01:40:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-15T01:40:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-15T01:40:05Z,2018-01
Kakuryu,1.63,Takakeisho,2.28,2018-01-15T01:40:05Z,2018-01
Aminishiki,1.99,Chiyomaru,1.82,2018-01-15T01:45:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T01:45:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T01:45:05Z,2018-01
Ikioi,1.85,Endo,1.95238095238095,2018-01-15T01:45:05Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-15T01:45:05Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-15T01:45:05Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-15T01:45:05Z,2018-01
Kakuryu,1.63,Takakeisho,2.28,2018-01-15T01:45:05Z,2018-01
Aminishiki,1.99,Chiyomaru,1.82,2018-01-15T01:55:04Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T01:55:04Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T01:55:04Z,2018-01
Ikioi,1.85,Endo,1.95238095238095,2018-01-15T01:55:04Z,2018-01
Ishiura,1.68,Abi,2.19,2018-01-15T01:55:04Z,2018-01
Kagayaki,1.59,Daishomaru,2.36,2018-01-15T01:55:04Z,2018-01
Kaisei,1.97,Chiyonokuni,1.83333333333333,2018-01-15T01:55:04Z,2018-01
Kakuryu,1.63,Takakeisho,2.28,2018-01-15T01:55:04Z,2018-01
Aminishiki,1.99,Chiyomaru,1.82,2018-01-15T01:55:05Z,2018-01
Chiyoshoma,1.85,Takarafuji,1.95238095238095,2018-01-15T01:55:05Z,2018-01
Daieisho,1.85,Yutakayama,1.95238095238095,2018-01-15T01:55:05Z,2018-01
